yorum,Positivity
bir yıl önce aldıgım bir telefon sınıfına ve parasına göre güzel bir telefon. Şarjından şikayet eden arkadaşlar hangi telefonla kıyasladıklarını söylerse daha acıklayıcı olur ben sarjından  memnunun. Kasanın egilmesinden şikayet edenler evet elinizle tutup egmeye çalısırsanız egiliyor fakat bunu telefon olarak kullanacagınızı düşünürseniz telefon olarak egilmiyor en azından 1 yıldır egilmedi  arabaya takoz yapacaksanız daha uygun cözümler var. şarj soketi usb den kullanıslı ters taktın düz taktın hikayesi yok her seferinde kabloyla savaşmıyorsunuz nasıl takarsan tak oluyıor. Garanti ve kargo konusu 11 ay üzerine bir arızam oldu telefonum acılmadı Trabzondan Yurtiçi kargoya verdim İstanbulda Huawei yetkili servisi Fixsmarta gitmesi tamiri tekrar elime ulaşması 7 gün kargo dahil herhangi bir ücret ödemedim ondanda memnunum,1
Telefon gayet iyi 1 günde kargoyla yollandı orijinal ürün herhangi bir sıkıntısı yok. İthal ürün değil Türkiye garantilidir. Gönül rahatlığıyla alabilirsiniz. Telefon fiyat performans ürünü zaten. Çok fazla bir şey yazamam bir sıkıntı çıkmadı.,1
Kaliteli ürün,1
Güzel paketleme ve hızlı kargo.....,1
Çok da güzel bir telefon. Fiyat performans 1 seneyi geçti.,1
Telefon beğendiğim bir telefondu zaten kayınçoma aldım. oda memnun gönderici firma da özenliydi.teşekkürler hayırlı işler,1
günlük kullanım için oldukça iyi,1
Teşekkür ler cok hızlı elime ulaştı ve ürün cok güzel,1
yaklaşık 8 aydır kullanıyorum. gayet güzel kullanışlı. ilk defa Xiaomi aldım. eski telefonların genelde samsung idi. kıyaslarsak fiyat performans olarak kesinlikle Xiaomi ön planda artık benim için. tek dezavantajı şarj girişi ile kulaklık girişinin aynı olması :(,1
Harika kargo hızlı gönderim 👍,1
Güzel paketleme sorunsuz teslimat. Çok memnunum.,1
Ürün beklediğimiz gibi güzel özellikleri kullanımı vs. çok çok iyi. Teşekkürler.,1
Gayet güzel hızlı kargo herkese tavsiye ediyorum,1
Çok iyi,1
gayet güzel ama apple kulananlar biraz  alışma süreci var,1
Ürünü 3 aydır sorunsuz kullanıyorum gayet başarılı. Sevk süreside gayet hızlıydı 15 gün içinde teslim edildi,1
ÇOK İYİ VE KALİTELİ,1
Çok iyi ve kaliteli bir ürün.,1
Telefonu üç ay normal kullandım. Sonrasında hcu ile rootladım. Benim için gereksiz sisteme gömülü uygulamaları sildim. İşlemci ayarlarında birkaç ayar ile inanın şuan bu telefonu size anlatacak kelime bulamam. Adblock viper sound oyuna veya uygulama göre ince ayar daha ne olsun.,1
sorunsuz kullanıyorum güzel ve hızlı,1
bir yıl önce aldıgım bir telefon sınıfına ve parasına göre güzel bir telefon. Şarjından şikayet eden arkadaşlar hangi telefonla kıyasladıklarını söylerse daha acıklayıcı olur ben sarjından  memnunun. Kasanın egilmesinden şikayet edenler evet elinizle tutup egmeye çalısırsanız egiliyor fakat bunu telefon olarak kullanacagınızı düşünürseniz telefon olarak egilmiyor en azından 1 yıldır egilmedi  arabaya takoz yapacaksanız daha uygun cözümler var. şarj soketi usb den kullanıslı ters taktın düz taktın hikayesi yok her seferinde kabloyla savaşmıyorsunuz nasıl takarsan tak oluyıor. Garanti ve kargo konusu 11 ay üzerine bir arızam oldu telefonum acılmadı Trabzondan Yurtiçi kargoya verdim İstanbulda Huawei yetkili servisi Fixsmarta gitmesi tamiri tekrar elime ulaşması 7 gün kargo dahil herhangi bir ücret ödemedim ondanda memnunum,1
Telefon gayet iyi 1 günde kargoyla yollandı orijinal ürün herhangi bir sıkıntısı yok. İthal ürün değil Türkiye garantilidir. Gönül rahatlığıyla alabilirsiniz. Telefon fiyat performans ürünü zaten. Çok fazla bir şey yazamam bir sıkıntı çıkmadı.,1
Kaliteli ürün,1
Güzel paketleme ve hızlı kargo.....,1
Çok da güzel bir telefon. Fiyat performans 1 seneyi geçti.,1
Telefon beğendiğim bir telefondu zaten kayınçoma aldım. oda memnun gönderici firma da özenliydi.teşekkürler hayırlı işler,1
günlük kullanım için oldukça iyi,1
Teşekkür ler cok hızlı elime ulaştı ve ürün cok güzel,1
yaklaşık 8 aydır kullanıyorum. gayet güzel kullanışlı. ilk defa Xiaomi aldım. eski telefonların genelde samsung idi. kıyaslarsak fiyat performans olarak kesinlikle Xiaomi ön planda artık benim için. tek dezavantajı şarj girişi ile kulaklık girişinin aynı olması :(,1
Harika kargo hızlı gönderim 👍,1
Güzel paketleme sorunsuz teslimat. Çok memnunum.,1
Ürün beklediğimiz gibi güzel özellikleri kullanımı vs. çok çok iyi. Teşekkürler.,1
Gayet güzel hızlı kargo herkese tavsiye ediyorum,1
Çok iyi,1
gayet güzel ama apple kulananlar biraz  alışma süreci var,1
Ürünü 3 aydır sorunsuz kullanıyorum gayet başarılı. Sevk süreside gayet hızlıydı 15 gün içinde teslim edildi,1
ÇOK İYİ VE KALİTELİ,1
Çok iyi ve kaliteli bir ürün.,1
Telefonu üç ay normal kullandım. Sonrasında hcu ile rootladım. Benim için gereksiz sisteme gömülü uygulamaları sildim. İşlemci ayarlarında birkaç ayar ile inanın şuan bu telefonu size anlatacak kelime bulamam. Adblock viper sound oyuna veya uygulama göre ince ayar daha ne olsun.,1
sorunsuz kullanıyorum güzel ve hızlı,1
bir yıl önce aldıgım bir telefon sınıfına ve parasına göre güzel bir telefon. Şarjından şikayet eden arkadaşlar hangi telefonla kıyasladıklarını söylerse daha acıklayıcı olur ben sarjından  memnunun. Kasanın egilmesinden şikayet edenler evet elinizle tutup egmeye çalısırsanız egiliyor fakat bunu telefon olarak kullanacagınızı düşünürseniz telefon olarak egilmiyor en azından 1 yıldır egilmedi  arabaya takoz yapacaksanız daha uygun cözümler var. şarj soketi usb den kullanıslı ters taktın düz taktın hikayesi yok her seferinde kabloyla savaşmıyorsunuz nasıl takarsan tak oluyıor. Garanti ve kargo konusu 11 ay üzerine bir arızam oldu telefonum acılmadı Trabzondan Yurtiçi kargoya verdim İstanbulda Huawei yetkili servisi Fixsmarta gitmesi tamiri tekrar elime ulaşması 7 gün kargo dahil herhangi bir ücret ödemedim ondanda memnunum,1
Telefon gayet iyi 1 günde kargoyla yollandı orijinal ürün herhangi bir sıkıntısı yok. İthal ürün değil Türkiye garantilidir. Gönül rahatlığıyla alabilirsiniz. Telefon fiyat performans ürünü zaten. Çok fazla bir şey yazamam bir sıkıntı çıkmadı.,1
Kaliteli ürün,1
Güzel paketleme ve hızlı kargo.....,1
Çok da güzel bir telefon. Fiyat performans 1 seneyi geçti.,1
Telefon beğendiğim bir telefondu zaten kayınçoma aldım. oda memnun gönderici firma da özenliydi.teşekkürler hayırlı işler,1
günlük kullanım için oldukça iyi,1
Teşekkür ler cok hızlı elime ulaştı ve ürün cok güzel,1
yaklaşık 8 aydır kullanıyorum. gayet güzel kullanışlı. ilk defa Xiaomi aldım. eski telefonların genelde samsung idi. kıyaslarsak fiyat performans olarak kesinlikle Xiaomi ön planda artık benim için. tek dezavantajı şarj girişi ile kulaklık girişinin aynı olması :(,1
Harika kargo hızlı gönderim 👍,1
Güzel paketleme sorunsuz teslimat. Çok memnunum.,1
Ürün beklediğimiz gibi güzel özellikleri kullanımı vs. çok çok iyi. Teşekkürler.,1
Gayet güzel hızlı kargo herkese tavsiye ediyorum,1
Çok iyi,1
gayet güzel ama apple kulananlar biraz  alışma süreci var,1
Ürünü 3 aydır sorunsuz kullanıyorum gayet başarılı. Sevk süreside gayet hızlıydı 15 gün içinde teslim edildi,1
ÇOK İYİ VE KALİTELİ,1
Çok iyi ve kaliteli bir ürün.,1
Telefonu üç ay normal kullandım. Sonrasında hcu ile rootladım. Benim için gereksiz sisteme gömülü uygulamaları sildim. İşlemci ayarlarında birkaç ayar ile inanın şuan bu telefonu size anlatacak kelime bulamam. Adblock viper sound oyuna veya uygulama göre ince ayar daha ne olsun.,1
sorunsuz kullanıyorum güzel ve hızlı,1
bir yıl önce aldıgım bir telefon sınıfına ve parasına göre güzel bir telefon. Şarjından şikayet eden arkadaşlar hangi telefonla kıyasladıklarını söylerse daha acıklayıcı olur ben sarjından  memnunun. Kasanın egilmesinden şikayet edenler evet elinizle tutup egmeye çalısırsanız egiliyor fakat bunu telefon olarak kullanacagınızı düşünürseniz telefon olarak egilmiyor en azından 1 yıldır egilmedi  arabaya takoz yapacaksanız daha uygun cözümler var. şarj soketi usb den kullanıslı ters taktın düz taktın hikayesi yok her seferinde kabloyla savaşmıyorsunuz nasıl takarsan tak oluyıor. Garanti ve kargo konusu 11 ay üzerine bir arızam oldu telefonum acılmadı Trabzondan Yurtiçi kargoya verdim İstanbulda Huawei yetkili servisi Fixsmarta gitmesi tamiri tekrar elime ulaşması 7 gün kargo dahil herhangi bir ücret ödemedim ondanda memnunum,1
Telefon gayet iyi 1 günde kargoyla yollandı orijinal ürün herhangi bir sıkıntısı yok. İthal ürün değil Türkiye garantilidir. Gönül rahatlığıyla alabilirsiniz. Telefon fiyat performans ürünü zaten. Çok fazla bir şey yazamam bir sıkıntı çıkmadı.,1
Kaliteli ürün,1
Güzel paketleme ve hızlı kargo.....,1
Çok da güzel bir telefon. Fiyat performans 1 seneyi geçti.,1
Telefon beğendiğim bir telefondu zaten kayınçoma aldım. oda memnun gönderici firma da özenliydi.teşekkürler hayırlı işler,1
günlük kullanım için oldukça iyi,1
Teşekkür ler cok hızlı elime ulaştı ve ürün cok güzel,1
yaklaşık 8 aydır kullanıyorum. gayet güzel kullanışlı. ilk defa Xiaomi aldım. eski telefonların genelde samsung idi. kıyaslarsak fiyat performans olarak kesinlikle Xiaomi ön planda artık benim için. tek dezavantajı şarj girişi ile kulaklık girişinin aynı olması :(,1
Harika kargo hızlı gönderim 👍,1
Güzel paketleme sorunsuz teslimat. Çok memnunum.,1
Ürün beklediğimiz gibi güzel özellikleri kullanımı vs. çok çok iyi. Teşekkürler.,1
Gayet güzel hızlı kargo herkese tavsiye ediyorum,1
Çok iyi,1
gayet güzel ama apple kulananlar biraz  alışma süreci var,1
Ürünü 3 aydır sorunsuz kullanıyorum gayet başarılı. Sevk süreside gayet hızlıydı 15 gün içinde teslim edildi,1
ÇOK İYİ VE KALİTELİ,1
Çok iyi ve kaliteli bir ürün.,1
Telefonu üç ay normal kullandım. Sonrasında hcu ile rootladım. Benim için gereksiz sisteme gömülü uygulamaları sildim. İşlemci ayarlarında birkaç ayar ile inanın şuan bu telefonu size anlatacak kelime bulamam. Adblock viper sound oyuna veya uygulama göre ince ayar daha ne olsun.,1
sorunsuz kullanıyorum güzel ve hızlı,1
bir yıl önce aldıgım bir telefon sınıfına ve parasına göre güzel bir telefon. Şarjından şikayet eden arkadaşlar hangi telefonla kıyasladıklarını söylerse daha acıklayıcı olur ben sarjından  memnunun. Kasanın egilmesinden şikayet edenler evet elinizle tutup egmeye çalısırsanız egiliyor fakat bunu telefon olarak kullanacagınızı düşünürseniz telefon olarak egilmiyor en azından 1 yıldır egilmedi  arabaya takoz yapacaksanız daha uygun cözümler var. şarj soketi usb den kullanıslı ters taktın düz taktın hikayesi yok her seferinde kabloyla savaşmıyorsunuz nasıl takarsan tak oluyıor. Garanti ve kargo konusu 11 ay üzerine bir arızam oldu telefonum acılmadı Trabzondan Yurtiçi kargoya verdim İstanbulda Huawei yetkili servisi Fixsmarta gitmesi tamiri tekrar elime ulaşması 7 gün kargo dahil herhangi bir ücret ödemedim ondanda memnunum,1
Telefon gayet iyi 1 günde kargoyla yollandı orijinal ürün herhangi bir sıkıntısı yok. İthal ürün değil Türkiye garantilidir. Gönül rahatlığıyla alabilirsiniz. Telefon fiyat performans ürünü zaten. Çok fazla bir şey yazamam bir sıkıntı çıkmadı.,1
Kaliteli ürün,1
Güzel paketleme ve hızlı kargo.....,1
Çok da güzel bir telefon. Fiyat performans 1 seneyi geçti.,1
Telefon beğendiğim bir telefondu zaten kayınçoma aldım. oda memnun gönderici firma da özenliydi.teşekkürler hayırlı işler,1
günlük kullanım için oldukça iyi,1
Teşekkür ler cok hızlı elime ulaştı ve ürün cok güzel,1
yaklaşık 8 aydır kullanıyorum. gayet güzel kullanışlı. ilk defa Xiaomi aldım. eski telefonların genelde samsung idi. kıyaslarsak fiyat performans olarak kesinlikle Xiaomi ön planda artık benim için. tek dezavantajı şarj girişi ile kulaklık girişinin aynı olması :(,1
Harika kargo hızlı gönderim 👍,1
Güzel paketleme sorunsuz teslimat. Çok memnunum.,1
Ürün beklediğimiz gibi güzel özellikleri kullanımı vs. çok çok iyi. Teşekkürler.,1
Gayet güzel hızlı kargo herkese tavsiye ediyorum,1
Çok iyi,1
gayet güzel ama apple kulananlar biraz  alışma süreci var,1
Ürünü 3 aydır sorunsuz kullanıyorum gayet başarılı. Sevk süreside gayet hızlıydı 15 gün içinde teslim edildi,1
ÇOK İYİ VE KALİTELİ,1
Çok iyi ve kaliteli bir ürün.,1
Telefonu üç ay normal kullandım. Sonrasında hcu ile rootladım. Benim için gereksiz sisteme gömülü uygulamaları sildim. İşlemci ayarlarında birkaç ayar ile inanın şuan bu telefonu size anlatacak kelime bulamam. Adblock viper sound oyuna veya uygulama göre ince ayar daha ne olsun.,1
sorunsuz kullanıyorum güzel ve hızlı,1
bir yıl önce aldıgım bir telefon sınıfına ve parasına göre güzel bir telefon. Şarjından şikayet eden arkadaşlar hangi telefonla kıyasladıklarını söylerse daha acıklayıcı olur ben sarjından  memnunun. Kasanın egilmesinden şikayet edenler evet elinizle tutup egmeye çalısırsanız egiliyor fakat bunu telefon olarak kullanacagınızı düşünürseniz telefon olarak egilmiyor en azından 1 yıldır egilmedi  arabaya takoz yapacaksanız daha uygun cözümler var. şarj soketi usb den kullanıslı ters taktın düz taktın hikayesi yok her seferinde kabloyla savaşmıyorsunuz nasıl takarsan tak oluyıor. Garanti ve kargo konusu 11 ay üzerine bir arızam oldu telefonum acılmadı Trabzondan Yurtiçi kargoya verdim İstanbulda Huawei yetkili servisi Fixsmarta gitmesi tamiri tekrar elime ulaşması 7 gün kargo dahil herhangi bir ücret ödemedim ondanda memnunum,1
Telefon gayet iyi 1 günde kargoyla yollandı orijinal ürün herhangi bir sıkıntısı yok. İthal ürün değil Türkiye garantilidir. Gönül rahatlığıyla alabilirsiniz. Telefon fiyat performans ürünü zaten. Çok fazla bir şey yazamam bir sıkıntı çıkmadı.,1
Kaliteli ürün,1
Güzel paketleme ve hızlı kargo.....,1
Çok da güzel bir telefon. Fiyat performans 1 seneyi geçti.,1
Telefon beğendiğim bir telefondu zaten kayınçoma aldım. oda memnun gönderici firma da özenliydi.teşekkürler hayırlı işler,1
günlük kullanım için oldukça iyi,1
Teşekkür ler cok hızlı elime ulaştı ve ürün cok güzel,1
yaklaşık 8 aydır kullanıyorum. gayet güzel kullanışlı. ilk defa Xiaomi aldım. eski telefonların genelde samsung idi. kıyaslarsak fiyat performans olarak kesinlikle Xiaomi ön planda artık benim için. tek dezavantajı şarj girişi ile kulaklık girişinin aynı olması :(,1
Harika kargo hızlı gönderim 👍,1
Güzel paketleme sorunsuz teslimat. Çok memnunum.,1
Ürün beklediğimiz gibi güzel özellikleri kullanımı vs. çok çok iyi. Teşekkürler.,1
Gayet güzel hızlı kargo herkese tavsiye ediyorum,1
Çok iyi,1
gayet güzel ama apple kulananlar biraz  alışma süreci var,1
Ürünü 3 aydır sorunsuz kullanıyorum gayet başarılı. Sevk süreside gayet hızlıydı 15 gün içinde teslim edildi,1
ÇOK İYİ VE KALİTELİ,1
Çok iyi ve kaliteli bir ürün.,1
Telefonu üç ay normal kullandım. Sonrasında hcu ile rootladım. Benim için gereksiz sisteme gömülü uygulamaları sildim. İşlemci ayarlarında birkaç ayar ile inanın şuan bu telefonu size anlatacak kelime bulamam. Adblock viper sound oyuna veya uygulama göre ince ayar daha ne olsun.,1
sorunsuz kullanıyorum güzel ve hızlı,1
bir yıl önce aldıgım bir telefon sınıfına ve parasına göre güzel bir telefon. Şarjından şikayet eden arkadaşlar hangi telefonla kıyasladıklarını söylerse daha acıklayıcı olur ben sarjından  memnunun. Kasanın egilmesinden şikayet edenler evet elinizle tutup egmeye çalısırsanız egiliyor fakat bunu telefon olarak kullanacagınızı düşünürseniz telefon olarak egilmiyor en azından 1 yıldır egilmedi  arabaya takoz yapacaksanız daha uygun cözümler var. şarj soketi usb den kullanıslı ters taktın düz taktın hikayesi yok her seferinde kabloyla savaşmıyorsunuz nasıl takarsan tak oluyıor. Garanti ve kargo konusu 11 ay üzerine bir arızam oldu telefonum acılmadı Trabzondan Yurtiçi kargoya verdim İstanbulda Huawei yetkili servisi Fixsmarta gitmesi tamiri tekrar elime ulaşması 7 gün kargo dahil herhangi bir ücret ödemedim ondanda memnunum,1
Telefon gayet iyi 1 günde kargoyla yollandı orijinal ürün herhangi bir sıkıntısı yok. İthal ürün değil Türkiye garantilidir. Gönül rahatlığıyla alabilirsiniz. Telefon fiyat performans ürünü zaten. Çok fazla bir şey yazamam bir sıkıntı çıkmadı.,1
Kaliteli ürün,1
Güzel paketleme ve hızlı kargo.....,1
Çok da güzel bir telefon. Fiyat performans 1 seneyi geçti.,1
Telefon beğendiğim bir telefondu zaten kayınçoma aldım. oda memnun gönderici firma da özenliydi.teşekkürler hayırlı işler,1
günlük kullanım için oldukça iyi,1
Teşekkür ler cok hızlı elime ulaştı ve ürün cok güzel,1
yaklaşık 8 aydır kullanıyorum. gayet güzel kullanışlı. ilk defa Xiaomi aldım. eski telefonların genelde samsung idi. kıyaslarsak fiyat performans olarak kesinlikle Xiaomi ön planda artık benim için. tek dezavantajı şarj girişi ile kulaklık girişinin aynı olması :(,1
Harika kargo hızlı gönderim 👍,1
Güzel paketleme sorunsuz teslimat. Çok memnunum.,1
Ürün beklediğimiz gibi güzel özellikleri kullanımı vs. çok çok iyi. Teşekkürler.,1
Gayet güzel hızlı kargo herkese tavsiye ediyorum,1
Çok iyi,1
gayet güzel ama apple kulananlar biraz  alışma süreci var,1
Ürünü 3 aydır sorunsuz kullanıyorum gayet başarılı. Sevk süreside gayet hızlıydı 15 gün içinde teslim edildi,1
ÇOK İYİ VE KALİTELİ,1
Çok iyi ve kaliteli bir ürün.,1
Telefonu üç ay normal kullandım. Sonrasında hcu ile rootladım. Benim için gereksiz sisteme gömülü uygulamaları sildim. İşlemci ayarlarında birkaç ayar ile inanın şuan bu telefonu size anlatacak kelime bulamam. Adblock viper sound oyuna veya uygulama göre ince ayar daha ne olsun.,1
sorunsuz kullanıyorum güzel ve hızlı,1
bir yıl önce aldıgım bir telefon sınıfına ve parasına göre güzel bir telefon. Şarjından şikayet eden arkadaşlar hangi telefonla kıyasladıklarını söylerse daha acıklayıcı olur ben sarjından  memnunun. Kasanın egilmesinden şikayet edenler evet elinizle tutup egmeye çalısırsanız egiliyor fakat bunu telefon olarak kullanacagınızı düşünürseniz telefon olarak egilmiyor en azından 1 yıldır egilmedi  arabaya takoz yapacaksanız daha uygun cözümler var. şarj soketi usb den kullanıslı ters taktın düz taktın hikayesi yok her seferinde kabloyla savaşmıyorsunuz nasıl takarsan tak oluyıor. Garanti ve kargo konusu 11 ay üzerine bir arızam oldu telefonum acılmadı Trabzondan Yurtiçi kargoya verdim İstanbulda Huawei yetkili servisi Fixsmarta gitmesi tamiri tekrar elime ulaşması 7 gün kargo dahil herhangi bir ücret ödemedim ondanda memnunum,1
Telefon gayet iyi 1 günde kargoyla yollandı orijinal ürün herhangi bir sıkıntısı yok. İthal ürün değil Türkiye garantilidir. Gönül rahatlığıyla alabilirsiniz. Telefon fiyat performans ürünü zaten. Çok fazla bir şey yazamam bir sıkıntı çıkmadı.,1
Kaliteli ürün,1
Güzel paketleme ve hızlı kargo.....,1
Çok da güzel bir telefon. Fiyat performans 1 seneyi geçti.,1
Telefon beğendiğim bir telefondu zaten kayınçoma aldım. oda memnun gönderici firma da özenliydi.teşekkürler hayırlı işler,1
günlük kullanım için oldukça iyi,1
Teşekkür ler cok hızlı elime ulaştı ve ürün cok güzel,1
yaklaşık 8 aydır kullanıyorum. gayet güzel kullanışlı. ilk defa Xiaomi aldım. eski telefonların genelde samsung idi. kıyaslarsak fiyat performans olarak kesinlikle Xiaomi ön planda artık benim için. tek dezavantajı şarj girişi ile kulaklık girişinin aynı olması :(,1
Harika kargo hızlı gönderim 👍,1
Güzel paketleme sorunsuz teslimat. Çok memnunum.,1
Ürün beklediğimiz gibi güzel özellikleri kullanımı vs. çok çok iyi. Teşekkürler.,1
Gayet güzel hızlı kargo herkese tavsiye ediyorum,1
Çok iyi,1
gayet güzel ama apple kulananlar biraz  alışma süreci var,1
Ürünü 3 aydır sorunsuz kullanıyorum gayet başarılı. Sevk süreside gayet hızlıydı 15 gün içinde teslim edildi,1
ÇOK İYİ VE KALİTELİ,1
Çok iyi ve kaliteli bir ürün.,1
Telefonu üç ay normal kullandım. Sonrasında hcu ile rootladım. Benim için gereksiz sisteme gömülü uygulamaları sildim. İşlemci ayarlarında birkaç ayar ile inanın şuan bu telefonu size anlatacak kelime bulamam. Adblock viper sound oyuna veya uygulama göre ince ayar daha ne olsun.,1
sorunsuz kullanıyorum güzel ve hızlı,1
bir yıl önce aldıgım bir telefon sınıfına ve parasına göre güzel bir telefon. Şarjından şikayet eden arkadaşlar hangi telefonla kıyasladıklarını söylerse daha acıklayıcı olur ben sarjından  memnunun. Kasanın egilmesinden şikayet edenler evet elinizle tutup egmeye çalısırsanız egiliyor fakat bunu telefon olarak kullanacagınızı düşünürseniz telefon olarak egilmiyor en azından 1 yıldır egilmedi  arabaya takoz yapacaksanız daha uygun cözümler var. şarj soketi usb den kullanıslı ters taktın düz taktın hikayesi yok her seferinde kabloyla savaşmıyorsunuz nasıl takarsan tak oluyıor. Garanti ve kargo konusu 11 ay üzerine bir arızam oldu telefonum acılmadı Trabzondan Yurtiçi kargoya verdim İstanbulda Huawei yetkili servisi Fixsmarta gitmesi tamiri tekrar elime ulaşması 7 gün kargo dahil herhangi bir ücret ödemedim ondanda memnunum,1
Telefon gayet iyi 1 günde kargoyla yollandı orijinal ürün herhangi bir sıkıntısı yok. İthal ürün değil Türkiye garantilidir. Gönül rahatlığıyla alabilirsiniz. Telefon fiyat performans ürünü zaten. Çok fazla bir şey yazamam bir sıkıntı çıkmadı.,1
Kaliteli ürün,1
Güzel paketleme ve hızlı kargo.....,1
Çok da güzel bir telefon. Fiyat performans 1 seneyi geçti.,1
Telefon beğendiğim bir telefondu zaten kayınçoma aldım. oda memnun gönderici firma da özenliydi.teşekkürler hayırlı işler,1
günlük kullanım için oldukça iyi,1
Teşekkür ler cok hızlı elime ulaştı ve ürün cok güzel,1
